credit_score,income_level,debt_ratio,employment_years,payment_history,credit_utilization,account_age,loan_amount,credit_score_alt,income_score,inquiry_count,address_changes,financial_health,random_noise_1,random_noise_2,transaction_volume,spending_pattern,risk_interaction,target
1.665786391,-0.194259028,-1.323398074,-0.00904513,1.443837218,-1.935294978,1.086952179,0.438111491,1.832974627,2.326630592,-0.695126539,-2.175040405,0.893677367,-1.186993388,-0.070464513,0.763368073,,0.986323297,0
-0.061894744,0.084106199,1.874264151,4.222101891,1.055685304,-2.161727294,-0.085000073,-0.790002267,1.937104792,-1.88452448,-0.54859463,-0.228587027,0.394244628,1.057814181,0.535843808,0.739228319,-2.732262853,4.378802796,0
0.102916982,-0.47690368,-1.092179079,-4.333899463,-2.255545146,-1.184367244,-1.640274034,-0.3918672,-3.444089709,1.518037725,0.362943407,,-0.515160353,-0.589112133,0.239532502,1.37303743,2.190300125,-0.189147132,0
0.925971784,0.348944594,-3.488991037,,0.074613741,-0.868232171,2.024242726,-0.049508691,-0.390518837,1.153617498,-2.719920367,-3.239765911,0.276025453,-0.935596299,1.313015457,1.520664196,2.046313611,13.27401821,1
-0.254757574,-0.785486959,-0.920634473,-1.053428351,-1.627071606,0.529910412,0.637837156,-2.052083715,-1.663163242,0.53530032,-2.587376749,-0.268825235,-0.642129126,-0.177917876,0.574803772,0.274594269,1.112312506,,0
-1.764470019,3.057038755,-2.768505418,-1.89311101,0.681480456,-1.313787062,-1.512346654,0.240652077,1.074316801,0.089118306,-0.843431294,-0.339145515,0.475647146,-0.912810919,-1.033571496,1.843535104,-2.01673683,7.339338547,0
0.248481217,1.327765854,-1.208523262,0.738081126,1.95606081,-1.253178499,,-0.647399072,0.406460068,0.881893862,-1.519246681,,0.224391249,-0.417430382,2.614274609,1.59890084,1.99331137,-1.432287191,0
2.170564449,-0.943987894,-0.642219586,-0.0072012,0.803517029,-0.53036257,1.280144234,0.739524525,-0.18151725,0.730979966,0.621370999,1.255461032,0.075096832,,0.233200156,,3.030669513,0.619599448,1
1.542559685,0.419387012,-3.305089464,-5.453627011,-1.110826009,-3.208930268,-1.643817911,0.590225771,-3.865553282,1.464482963,-1.362036113,-1.963536284,0.957942958,0.348341739,-0.176808272,1.180574987,2.467962794,14.97774784,0
1.055569524,-2.344183161,1.259500046,1.199749146,-1.052582918,2.290388242,2.594335865,-0.043525957,0.346029029,-0.075398684,-2.118455552,3.217366619,-0.13880931,-0.897830066,1.156710508,1.924722566,,2.29421003,0
1.012300354,-1.894722981,-0.334762314,-2.172608643,-2.894614608,-1.194656304,-0.231642545,-1.28548074,-2.879556354,0.779531288,2.198473153,2.077860652,0.209569545,-0.487705373,0.299341135,1.332936517,-1.963231251,-0.479333114,0
0.935429419,0.468862188,-0.587638357,2.471816708,2.671343378,-1.056728134,-0.365687228,-1.161518574,2.055033166,2.272190914,-0.338664451,0.927775866,0.609854118,1.074333005,0.479073832,1.004665094,1.978228694,-4.17939785,0
0.412783163,0.556005284,-0.625705491,3.264909139,5.378412869,-1.507813437,2.097427785,-3.012868868,2.007709105,3.669776367,0.101292307,-0.527671378,0.346644029,0.496400118,2.990620798,0.839014709,0.856220606,-5.558362646,0
1.555359592,1.080160312,-2.473178469,0.33857439,0.504130859,-1.401711035,-1.375367976,-0.195129444,-1.194364972,-1.338305097,-2.137122279,-1.846990626,1.7114501,2.075065039,-0.330145714,1.558677686,-1.641842987,2.271768901,0
-1.853947179,1.757907512,0.064260676,-5.505366895,1.477074312,-2.941101008,0.753250228,3.207564717,-1.123418763,0.431989709,-0.666574087,-0.549972197,-0.970127813,1.180128174,-0.381313073,3.463050268,2.087465177,-9.376674274,1
3.14525967,-5.693420319,4.380227938,5.596427729,-2.588750925,,1.413459691,-3.388596796,0.249624503,1.084789776,0.316383885,2.079747515,-0.506768558,,0.139894214,1.913970773,-2.625595489,24.59945238,1
-4.80951799,3.725418059,-2.32544609,-8.367581836,-2.284766016,-2.216880122,,2.842440852,,1.51146175,-1.576490366,3.512255351,-1.338416404,-1.38786855,1.285819123,0.576577382,-1.862220468,,1
1.775731103,0.199744507,-0.223503207,-0.601730518,0.31205656,-0.012346336,-2.486230905,2.386433531,0.061031416,0.687761009,0.563547028,2.657838351,1.280102081,0.763860352,-1.807840836,1.159164091,2.605843379,0.056667511,0
0.083929299,-0.190226108,0.323723339,-3.417320616,-0.547584379,0.04817634,0.511580633,3.041082406,-0.492214182,0.335498888,-0.900958035,-0.999928959,-0.178674871,-0.053106802,-2.35866707,2.834356681,-1.795218283,-4.496906865,0
3.001864149,,0.003241629,0.072211732,0.88383567,0.48191226,-0.964226431,3.178947835,3.489719656,3.992717801,-0.437540625,-2.13531138,1.391560493,-0.550981804,-0.704538325,0.322374283,-2.895400194,-0.320857689,0
-1.693559848,1.369907748,-1.139852809,0.409626065,,4.145048373,4.05182305,1.328211496,3.134559915,-0.954273328,-0.902559918,0.133595244,-1.214671016,0.168015341,-1.960707551,4.654540521,0.895478264,0.623386231,0
-0.606190525,1.77387657,-4.745040511,-5.093785168,0.773751527,0.233535273,2.117494667,-0.335849848,-2.60651774,0.827094613,2.928417277,-3.063190858,0.148361789,0.945211535,-0.509797617,3.608600675,-1.017340975,27.42854169,1
-0.124352468,1.721555187,-2.772917468,-3.817484082,0.931123955,0.340931192,-0.739894703,1.408420016,-0.974160263,1.526217788,-0.020245837,0.461701886,0.750063208,0.500831591,0.602999635,0.280905616,-2.290540447,9.392823981,0
-1.301713027,0.094266483,0.985107537,-1.77184302,-3.666663458,-0.261512423,-2.139097001,0.4115426,-3.515937877,-4.224159337,-1.586566393,-0.385684655,-1.038009433,-0.878473801,,3.263739113,-2.173134969,-2.587565296,0
1.002307491,-3.807034521,3.148781576,2.535579651,-0.756197319,1.2047351,,-1.785461878,1.107616582,2.288868404,1.233817368,-0.958865703,,0.742458914,-1.712191892,0.930625993,-2.10913772,10.83841685,0
-1.8265264,0.772273713,-1.646106278,-3.61707932,-0.424031864,-0.783060305,0.832956223,-1.802154083,-2.942880142,0.607556454,-1.681265475,-2.750465521,-0.652944605,,0.083204594,2.650509767,1.697156498,3.88095247,1
0.498402314,1.221100871,-2.188533584,2.173662577,1.547130958,-0.808399047,-0.74949143,-1.703047632,2.190119785,1.333900889,0.313295393,0.804480192,0.684716977,0.216683119,1.035052182,1.058007922,2.094680161,-3.800870624,0
-1.174483946,2.61845578,-1.387722166,1.810672863,0.542690021,-0.125733522,-3.333471948,-0.660718267,1.76820222,-0.913290358,-2.939505186,-1.078861511,0.393831076,-0.303350067,-2.033968126,1.111285425,1.357311654,-2.626459437,0
-1.581098831,1.510171129,-0.71342033,-2.853805248,0.184247459,1.37423792,0.739146695,2.587595281,0.7278327,-0.557502775,-1.992279073,-2.225850304,-0.633410617,-0.218866252,0.984278878,1.631079062,1.969492345,-0.777146064,0
1.091494359,-0.558072424,-0.881732399,-1.588625987,-0.730877366,-1.335862663,1.484593506,1.323481622,-0.030613897,-0.260691148,0.445291854,-5.050071984,0.369684262,0.766242975,0.980767444,2.29608728,-0.992705353,1.425090552,1
0.525261802,2.272021231,-3.538257659,-0.608974504,2.570208148,-2.332023744,-0.325573886,0.082660788,2.195178739,2.161878183,1.10769987,-0.169526829,1.407030425,-1.04019372,1.144902123,0.153488188,1.872680423,7.97711127,0
-0.744856674,0.732254191,-0.5445982,-2.409909596,-0.372288892,1.370652839,-1.291010168,1.147016445,-0.298879437,1.165838534,0.257052422,3.070052874,-0.10692044,1.945195074,,1.508213469,1.426884565,,0
1.367361285,,-2.24913433,-2.665054915,-1.010938949,-0.712134659,0.808369213,-0.863596256,-2.127213696,1.689277628,-0.173472424,2.870266586,0.29341941,-1.821086069,2.64241671,0.538831724,1.488811957,7.132705347,0
1.136395352,-1.695544432,0.709769794,0.511654309,-0.907960792,1.649368285,1.335701534,0.361149477,0.074254269,0.136782318,-0.451655543,-0.942773262,0.07088436,-0.597667683,-0.427310458,0.891838137,,0.790887979,0
4.804167967,-4.213141968,0.716994445,,,-0.840269547,2.813678537,0.975408629,-1.571084157,-1.009319567,-2.067782986,-0.963981709,1.41162693,0.37021189,0.131485896,1.106351182,2.554053952,-0.144942633,1
0.016735926,-0.586788947,-0.521422348,-0.120124632,-0.267895789,-1.557714375,1.724212545,-0.960745551,1.400123075,1.437039449,-1.079766313,0.723793661,-0.839656407,0.584314166,-0.49972612,1.179654773,2.456882103,-0.690507796,0
2.873118207,-2.434911766,1.573327303,4.796723434,1.041337873,0.00501038,1.957172524,-1.320153048,0.048566692,-0.952876443,-0.540958156,-1.677093791,1.097628437,-0.100475721,,1.078052015,-1.240757435,1.849773408,0
-0.037206663,3.659276347,-3.631406133,-0.245614239,2.62049818,-1.89853908,-2.626661067,0.860708072,2.094477393,0.628629543,1.585683339,0.42322542,1.34051012,,1.839448027,0.354334969,3.216512077,6.861012093,0
0.907311425,-1.404810758,0.800771254,-1.420961361,-2.046224901,0.432291063,-1.286869318,0.656732666,-1.503810793,0.622553095,0.515427434,1.258944501,0.110109532,0.410550085,-1.614017381,0.445249996,-1.150546683,-1.098713693,0
2.151241196,-1.589516327,0.492145892,5.329147343,1.428086518,-0.745804121,-0.016556829,-3.976772561,0.10076259,1.059368035,-2.644560233,2.088479803,1.014112264,-0.231069477,-1.033259607,0.152350547,-0.868776692,-5.754990129,0
0.817245951,-2.503165327,2.606064201,-4.028883477,-2.714222757,0.827859681,,3.448004202,-0.117249886,3.272185096,0.486125954,-0.300277338,-0.92242067,1.393181258,1.652617124,1.182576744,-1.825329,-11.89062192,0
1.607153164,-1.95257229,-0.809622832,-1.367230603,,1.27287163,2.270389133,0.450986608,-0.087270599,1.229828372,-0.577623421,-0.48661275,-0.029569318,0.839349114,1.224043808,3.577528526,-1.225654441,0.52051823,0
3.331157001,,3.465773709,4.02570786,-1.32088821,-1.962882844,1.997129798,-4.550837634,-2.933171994,1.408656385,,-1.460368656,-0.284174333,0.872824351,-0.435757976,0.654572688,-2.324282571,15.96678085,1
,2.056902935,-0.72969543,1.423650955,1.919306421,-2.102897054,-0.059206116,,2.109623088,-2.071326477,1.067514433,-1.368384637,0.435085528,-0.966156723,1.025282401,3.565185898,-1.11330895,0.040658365,1
,3.124077688,-3.954086625,-6.870463405,0.89390885,-1.300664036,0.929320693,2.940300689,-0.471077977,0.718989971,1.696499284,-0.287662005,0.748865221,-0.079388424,0.409459011,2.129255924,2.277515036,20.6835354,1
2.693142891,-2.215353392,-1.369198359,-1.335255702,-3.455675072,0.150481092,0.581376033,0.827016158,-0.36241209,0.228517013,1.546920179,0.781257912,0.47271275,-0.300465949,1.800329531,,1.736214017,2.407229277,1
-0.882169192,-0.89948913,0.778795489,-1.51107572,-1.657737559,2.162032355,0.950060125,0.665279007,0.530941822,0.855976207,-1.258826285,1.524452327,-1.055761201,-1.005601376,0.089411513,1.665697395,1.97234222,,0
0.426501164,-0.198020967,0.996966006,1.668305652,0.505612015,-0.568857535,-1.711923895,-0.968173084,-0.671037956,0.088069923,-0.463818564,-1.565722111,0.238009021,0.360164184,1.230758537,2.406297787,-2.43102787,1.195398074,0
-2.287720034,2.012338994,-3.702963751,-5.775465505,-0.330416932,,1.130126764,-0.502891885,-1.836726128,1.363937222,0.646895147,2.806839424,-0.928341281,-0.537645758,3.170414293,0.637942129,2.008120347,17.8194739,1
3.042458965,,-1.031530637,-2.000710125,-0.915963722,-1.204599348,1.207948599,-0.33260785,-4.122715538,0.38583574,1.613317691,-0.368022482,0.823369338,0.65540383,,1.453044293,2.923305805,0.852485223,1
1.537451238,-2.300235923,2.700933102,,1.828631131,,4.266577966,0.700967986,-1.219545288,-0.006297401,-0.568761357,0.08153887,0.097612352,-1.070191563,0.059193799,1.998359439,-2.573688777,2.357211164,1
-0.32004398,2.132188622,-2.195998753,-0.968724764,0.766133375,-1.851936966,-1.8688934,0.312145762,0.609344386,0.218376094,-0.278488465,-1.464981022,0.56099094,1.719040613,0.866936382,1.490026225,2.48796111,4.459615348,0
0.607581212,0.817786644,-2.263963588,-2.445407626,0.204798149,0.32419003,-0.974764583,0.701965687,-0.824758222,1.432513183,-1.659502461,-4.483632468,0.663647327,-0.896332659,,2.440354727,1.814505195,6.045236609,0
-0.868851002,1.109667552,-1.407735725,-2.073828221,0.526943981,2.436498301,0.589141656,1.615040966,1.496858536,1.380579396,-1.794309936,1.471281713,-0.236243214,0.219302337,2.865561247,0.265051499,-1.162436372,1.330886537,1
-0.115279525,1.922693496,-1.992441806,0.471454131,1.068793053,-1.977037333,-2.029847007,-1.279308664,-0.726111171,-0.665658646,1.218788734,1.206319015,0.24556859,0.79185931,0.216085245,1.816960232,1.077213975,1.201315666,1
0.284692287,1.235066693,-2.201177327,-2.474257056,0.519473276,,0.934515013,2.263835666,0.695259956,-0.159122741,2.184360043,-0.386389603,0.761320012,-0.57064043,-0.327519984,1.5249653,1.95397071,6.013154308,1
0.549515933,0.255526294,-2.172343137,-2.592452829,-1.204240936,-0.132183628,-0.582290986,,-1.545080903,0.408092612,-0.108015182,0.000583291,0.958399999,0.852468643,-1.002826806,0.967123496,-2.66749889,6.648327462,0
2.899642647,-3.638275212,2.701819731,1.165507614,,-5.072332585,,-0.777439988,-2.22251377,0.058094373,1.655299347,1.048690592,0.289995993,-1.229183598,1.31666423,1.090576323,-1.937663224,,1
-0.143317172,-0.464746071,,1.7597917,1.486617328,-1.86731341,0.97990529,-2.209276112,-1.111097343,-0.117834451,0.542454038,,-0.204309496,1.452117699,1.040624895,1.589979377,-1.449392231,0.974845415,1
-2.288801581,1.904238148,-0.428437302,-1.5287274,1.675323426,-2.048445519,0.798014708,0.232606991,1.551932576,0.888660333,-0.967679632,-1.072294819,-0.403768863,0.014149265,-0.596825246,,-1.561808817,-1.069197457,0
-0.522427886,0.29471322,0.247947725,-3.978447116,-0.745348799,1.076473455,-2.048240952,2.535094639,-0.322614113,2.48733193,0.542093408,1.309676423,-0.576370593,-0.596411408,0.691741614,,1.785057698,-6.063856504,0
1.388044056,-2.266457818,,1.864633141,1.082840557,-1.096703155,1.600496908,-1.735870111,-1.112396913,1.358116663,2.30705485,-2.377720962,0.436997704,-0.299181772,-1.810267162,2.395234239,2.278138834,4.495321394,0
-3.318673643,3.111338071,-0.717508454,1.945556542,-0.030007271,-1.213856642,-2.887938389,-2.900024352,-0.269744554,-3.15567514,-0.053739059,0.408404278,-0.685970318,0.808919269,0.22196469,1.020110162,-1.474481035,-1.802521552,0
,-0.345659127,0.106134004,-0.564651666,,2.818130064,0.321696308,1.059629859,0.600857304,0.88431532,2.346965484,-2.561847248,0.391301593,-0.584455292,0.543307622,0.342126563,1.954530518,-0.154381446,0
-0.862861443,-1.576566898,-0.005040289,1.859458473,-0.359013091,-0.424820048,3.454221997,-4.922021978,-0.318686185,1.042347214,-3.779617656,0.959573968,-1.368253524,-0.749357689,2.048795771,0.551148903,-1.702072181,-0.479791001,1
2.176449629,-0.339209028,-1.051314218,-1.107728226,-0.820000603,-0.285092491,-1.449525016,2.289194958,0.618590381,0.860017336,1.232853757,,1.715604743,-0.221536598,-0.924982563,0.207005548,-1.900996286,0.686666151,0
-0.74182645,-0.280803673,-0.493287368,-3.180163895,-2.376617526,-0.261229436,-0.216119064,1.226855275,1.423948136,2.034324197,0.280570602,-2.787237269,-0.324870691,-1.176962113,-1.534023155,1.173349226,-1.500350295,-0.860999637,1
-0.336988666,3.119438483,-3.61088153,,0.306698428,,-3.287665427,-0.473886291,,-1.137184689,-0.448511026,1.976530838,1.21149422,,-1.074513553,0.872289978,3.02101119,3.508449726,0
-0.830216399,3.823258169,-1.898719978,0.954826146,5.356864137,-3.117683131,-2.41563018,-0.820323059,0.671535209,1.296541323,0.137641165,-1.442264838,1.101380765,-0.566394591,-1.6038822,1.915730914,-3.010370349,-1.293003649,0
1.527706817,-3.328647041,0.909541254,0.675237725,-3.372712377,0.780303385,1.970128808,-1.817714746,-2.102477336,-0.959611826,-2.981353372,-1.578454387,-0.489393311,,1.603988829,2.012553588,-3.52892746,1.552314339,0
-0.877437705,0.499572253,0.190256483,5.036540132,,-0.469934038,-0.806007934,-4.261786917,1.833472579,0.120156245,-0.329507832,0.241024555,0.033525775,0.209470084,1.858367154,0.205611464,-2.453957825,-6.586958527,0
-0.134495371,0.228728307,-0.896424831,-4.161935195,-2.111440467,-0.701322172,-3.179863714,0.53929547,-2.674152993,1.473547252,0.535668857,1.947547229,0.052902061,-0.98453405,0.384259894,0.615404107,1.429096885,-0.867838325,0
-2.660936442,3.576288888,-2.880988476,-6.068366708,0.762057289,,-1.725068198,2.48862559,-0.137612584,1.531306178,2.366841067,-1.708479274,-0.756167221,-0.005954709,,0.958418926,1.814813269,10.15297144,1
1.627002824,-0.210819342,-2.128230072,-0.073609064,-0.516420295,-0.838254166,0.284282454,-0.501325914,-0.417831924,-0.108664559,-0.777405327,-0.00897627,0.556718019,0.784002779,0.160750057,1.381321112,-0.535058292,3.057336662,0
4.525935143,-4.144621605,2.077398954,2.170957438,0.65840384,-3.018311485,4.141446437,0.30214827,-1.317094897,-0.277650974,-1.062740404,0.891869701,1.001958718,-0.188261335,-0.114133977,0.709271318,-1.904385094,4.660894894,0
-2.064514834,1.479787857,-3.578765472,-6.333808711,-1.588808288,-0.952012097,-0.16589141,-1.222785406,,,-0.602635565,1.367590093,-0.553794063,1.193112946,-0.399645143,0.689223115,2.72444324,17.45190325,1
,3.40938426,-4.323801993,-2.00770444,0.906627718,-2.099617975,-1.554751338,1.330673772,2.081053375,0.138523213,1.373103177,0.197594799,1.100640944,1.021515393,-0.37246919,3.405275351,1.689194346,17.2295889,0
0.034395218,0.080804722,-0.101167084,0.841037332,-1.492564957,-0.462310908,-1.441868948,-0.742491423,-0.852059979,-1.864707265,0.493126664,-0.78065011,0.418650256,0.918914855,-1.857361868,2.287591355,-2.491230529,-0.779254758,0
0.383372691,-0.424025327,-2.235471389,-1.296425951,-0.42649549,0.116015642,2.307681581,-1.54215328,-1.045589504,0.633676102,-0.794640306,-1.609662397,-0.524917076,-0.459656772,0.317105716,0.525169752,,5.884260011,0
0.846019225,0.385343664,-0.197985946,-0.086032891,0.546669267,1.721142409,-1.860643391,1.431182668,0.03354846,0.579212639,0.91990115,0.275058989,0.704825381,-1.079842448,-0.048400692,1.2297126,0.91153279,0.150176263,1
1.839036614,-2.44912041,2.495104989,3.830717454,-0.19868257,0.410865244,-0.650130391,,-1.229912888,0.025999776,0.145616324,-2.049850222,-0.421619963,-0.613587605,0.894432869,0.913631994,-1.305755632,8.595444125,0
-2.359916948,3.381622433,-2.752847903,-1.313430004,-0.378616484,-2.287057843,-2.207805299,-0.620304183,0.530043333,-1.663806428,1.452967486,-5.37843087,0.164612493,0.196240941,0.112228196,2.223138894,1.31557785,6.123668909,0
-0.718875631,-0.296153244,-0.521506111,-1.778685568,-1.153599102,0.037666174,1.146512465,-0.59046058,-1.080719128,-0.017903706,-1.053079641,0.665807647,-0.578124291,0.545786714,-0.195244442,1.282974364,0.549817628,1.173328002,0
0.963458918,0.972037443,-3.510645243,-1.713784793,0.660691462,0.415181972,0.682932423,0.05706672,,0.629791837,-0.49149322,1.507082714,1.09277332,-2.171571405,-1.045431636,,1.173973379,10.68540948,0
-5.672906953,5.271690299,1.572273387,-3.058384548,6.700464933,-0.586593848,-3.470214492,0.411395476,-1.375264807,2.616953686,-0.43816223,-4.133278384,-1.55423294,-0.008113202,0.086583884,2.150822111,-1.54669785,-5.866266428,1
-0.345773637,3.5598022,-4.087198894,1.544283709,1.465105282,-0.577422898,-3.008849809,-1.415597174,0.96534856,-1.162830071,-2.195272422,-1.937515268,1.600296177,0.158089225,0.885884677,1.007899902,-1.442359217,0.827973221,0
2.887547977,0.389752484,-3.40042672,-4.091978205,-0.229271818,-2.107158564,-1.954602907,1.558977589,-3.586527441,0.826554386,0.444180416,0.99447767,2.200947179,-0.277544256,-1.372006789,0.707612139,-1.68649499,14.36314288,0
3.287432582,-2.019343711,-0.511149109,-3.393961098,-1.613308655,-1.849030255,-0.629598242,2.039439913,-2.882463652,1.3345656,0.391582908,3.583491845,1.339785355,1.291273839,0.104968504,0.958754997,-2.827678368,-1.195857661,0
2.872296412,1.053661813,-3.179559232,-1.414557365,1.231365111,-0.707125489,-1.235933654,3.456500081,2.668255738,2.242244865,0.007670185,-0.082571326,2.105987399,0.421780074,0.279651542,1.251206419,1.406525471,9.465951978,0
-1.764657241,,-0.379299008,-0.017988585,-1.693817354,-1.130891425,-0.874698346,-1.305042406,0.624248189,-0.979545413,-0.3518807,-1.430405294,-0.553082782,1.310191908,-0.86167774,0.885470923,1.694583043,-0.55698228,1
2.274932208,-1.252126045,-0.831184118,-1.560466086,1.075968707,-1.870605932,2.727796606,0.775376901,-1.609066732,0.716044126,-1.973056113,-0.209213594,0.652041136,-0.21596052,-0.705427566,0.895330118,2.720748944,1.457187909,1
2.698287668,0.554901352,-3.706831339,-1.47668985,,2.264968486,,,0.567833319,-0.882793053,-0.480967984,2.594777554,2.097599839,0.937477493,0.276733019,,2.600004963,12.21244587,1
1.438506445,0.215591967,-1.543826743,-0.627719326,0.008132992,-1.449646432,0.329132841,1.241616753,0.401095933,-0.418779891,-0.364071775,-1.042735522,1.444184922,1.635066395,,0.468691377,-1.19920322,,1
,2.046949241,-3.655373155,-9.180896079,-2.86438587,-3.362529139,0.499477256,-1.443571915,-3.25545658,1.833575912,-1.053415904,-1.318545612,-1.346628717,1.311693449,0.419908458,2.287511985,1.042005464,15.75314547,1
2.058228864,-1.659760227,0.530122797,,-0.376777501,,-0.304890618,-0.359718073,-0.840597375,0.61183115,-0.091928567,-0.74893834,0.352152487,-1.092141593,,0.759424149,4.88020895,-0.385202176,1
0.98215972,-2.437583948,1.396648679,-0.110638501,-2.204289322,0.712725965,0.500315059,-0.760254765,-1.786824674,0.152160154,0.606076285,-1.835991495,-0.277312552,-0.253676078,1.275424432,0.185044912,-1.599096579,0.504732095,0
-5.889272152,4.10346206,-5.180403293,-11.82687895,-2.17832899,,-0.602817984,-0.108282433,-2.756757843,3.085349578,2.979278852,0.340806569,-2.28012093,-0.345164705,2.805393294,1.856875577,1.989408885,32.96327341,1
-0.579016673,0.89748622,1.124382256,0.735685339,,,-1.671334146,-0.740565227,-1.312867725,1.588344589,0.411866719,3.044421225,0.183301578,,-1.032908162,2.293736383,-1.75816448,0.870156253,1
0.458927687,,,-2.179806094,-2.008599559,-0.692712427,-0.207695274,-1.122265731,-2.908589288,-0.353253717,0.386325586,0.461542692,0.198218358,0.686353555,0.641049435,2.33687101,1.805817129,3.104001584,0
2.415358206,-1.56833887,-0.179642942,0.761702795,0.372460337,2.438654447,1.800335084,1.204314926,0.079665925,0.2821833,-0.111668874,-0.574236304,0.260934474,-0.838892674,-0.872090286,1.240476592,2.098183126,-0.174218042,0
-2.636181804,2.948485135,-2.695212234,-4.637463815,0.814968595,-1.644515585,0.86418002,0.701077642,-1.336783088,-0.836704231,-2.728156823,-0.405260284,-0.750850182,0.067838514,1.249145009,0.825031659,-2.480070559,9.585675378,1
2.616927812,-3.640544762,2.077104871,-2.250270635,,-0.067756207,-0.539642991,1.710613309,-2.074108163,1.590894227,-0.039770813,-2.933743456,0.028997114,-2.019927332,-1.518310091,1.990177611,1.900361216,-3.619780885,0
0.429493952,0.947820267,-3.562024676,-4.026807367,-0.235498386,-1.03562764,-0.552215027,-0.491770653,-2.442932137,1.672030133,0.090345315,1.469597599,0.546566554,1.441945006,0.57670411,1.848890516,1.069831649,15.70886343,0
0.529044826,1.075834242,-2.999586865,-3.56087007,1.535774542,0.479177616,3.446861697,2.676176201,0.053635507,-0.031074441,3.694863169,-0.260106955,0.384917512,-0.512374241,-1.04758676,0.670923127,-1.516974824,,0
1.048790419,0.064055447,-1.023897491,1.068681785,1.146089835,-1.548592853,0.226803793,-0.72366887,1.330718573,1.458165947,-0.288541447,-0.444863844,0.771590049,0.05586394,-0.248381507,2.943171051,-0.787745525,-0.339425851,0
0.286001501,-0.53941132,0.580999891,0.130862924,-0.662130749,0.414755507,-1.67579375,,0.055001696,1.472780582,0.602321014,5.867593622,0.031278455,-0.309649714,-1.23723033,0.633097496,-2.183418589,0.635017355,1
0.20358841,-1.775096019,-0.977315422,-3.865724865,-3.57755563,-2.48525897,-0.334336685,-2.552272529,-3.989263548,1.701555192,-0.052067655,,-0.646166101,1.146027575,0.986820565,4.329295517,2.936895252,0.165465272,0
1.227637595,-2.580640637,1.22969159,1.862915405,-0.923752815,2.487928843,3.643851833,-0.240212076,0.543310918,-0.677624461,-1.753017056,-1.47322389,-0.522411148,,-1.004376425,2.609280214,2.08602,1.431156167,1
0.752465219,-0.061449416,-0.193963218,1.426344856,-0.133121706,-0.464281841,-0.795659425,-0.237230652,0.869020311,-0.126824072,1.714234222,-0.887443673,0.741511503,-0.016610342,0.662357111,1.807172709,0.977011316,-0.60578918,0
0.830889337,-0.094318334,0.214973083,0.528511335,0.887507544,-0.207353656,-0.296740423,1.241457779,2.265671186,1.74952274,1.127899549,1.947202277,0.957428403,-0.105818757,,3.33386301,1.019286189,-0.38632424,1
,1.340608314,-1.889329187,-4.644566406,-0.38818125,-0.542287714,,0.828695571,-1.345109276,2.233771645,1.186547921,0.083886739,-0.162225152,-0.453636388,-0.137366846,1.932260542,2.012098609,3.447590639,1
